model_name,config,channels,bottlenecks,bit_width,auto_fifo_strategy,target_fps,synth_clk_period_ns,fpga_part,output_dir,build_start,build_end,build_duration_hours,LUT,LUT_pct,LUTRAM,FF,DSP,DSP_pct,BRAM,BRAM_18K,BRAM_18K_pct,BRAM_36K,URAM,Carry,WNS_ns,fmax_mhz,estimated_throughput_fps,latency_ms,rtlsim_cycles,rtlsim_inputs,rtlsim_outputs,vivado_version,status,notes
quantEnet_s19_single_block_int8,s19_single_block_force_dsp_uram_ooc_synth,32,1,8,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/stitched_ip_quantEnet_s19_single_block_int8_force_dsp_uram_20260821_220018,2026-08-21 22:00:18,2026-08-21 22:21:00,0.35,24473.0,10.62,602.0,18466.0,4.0,0.23,42.0,24.0,3.85,30.0,2.0,2119.0,3.127,145.5,555.03,,279858.0,32768.0,32768.0,2022.2,real_ooc_synth_forced_resType_ram_style,"Single standalone S19-style bottleneck (1x1 reduce -> separable dilated 3x3 d=2 as (3,1)+(1,3) -> 1x1 expand), int8, with a custom build step forcing resType=dsp on all 4 MVAU_hls nodes and ram_style=ultra on both ConvolutionInputGenerator_rtl (SWU) nodes. BOTH forcing directives CONFIRMED WORKING in the real routed Vivado netlist via 'report_utilization -hierarchical' on the impl_1 routed.dcp checkpoint: URAM288 x2 attributed 1-each to ConvolutionInputGenerator_rtl_0/_1 (the SWU line buffers, NOT MVAU weight memory -- each MVAU_hls_N_wstrm weight-stream submodule shows 0 BRAM/URAM, using LUTRAM instead), and DSP48E2 x4 attributed 1-each to MVAU_hls_0/1/2/3 (the compute nodes), exactly matching FINN's own analytical estimate_layer_resources.json total (URAM=2, DSP=4). NOTE: FINN's own report/ooc_synth_and_timing.json initially appeared to show DSP=0 -- this was a parser artifact/bug in that summary report, NOT the real synthesis result; the underlying vivado utilization_synth.rpt/utilization_placed.rpt and the hierarchical checkpoint query both agree on DSP=4. rtlsim throughput 357.3 img/s @ fixed 100MHz rtlsim fclk (not the 145.5MHz real fmax); estimated_throughput_fps=555.03 is FINN's post-synth analytical estimate at real fmax. See hardware/resource_equivalence_int8.md for the LUT/DSP and URAM/BRAM equivalence background."
quantEnet_s19_double_mid_int8,s19_double_mid_partition_2_force_dsp_uram_ooc_synth,,,8,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/partition2_force_dsp_uram_20260821_232732/report,2026-08-21 23:27:32,2026-08-22 04:50:20,5.38,177903.0,77.21,4233.0,146666.0,24.0,1.39,,145.0,30.29,22.0,10.0,13028.0,2.434,132.17,3585.35,,102334.0,,,2022.2,real_ooc_synth_forced_resType_ram_style,"Real (not toy) partition 2 of the S19 8-way build (largest partition, 24 MVAU_hls nodes), rebuilt from the pre-split intermediate_models/assign_stage_partition_ids_8way.onnx checkpoint of the original run with resType=dsp forced on all 24 MVAU_hls nodes and ram_style=ultra forced on all ConvolutionInputGenerator_rtl (SWU) nodes, through real Vivado OOC synthesis. FINN's report/ooc_synth_and_timing.json again showed the same DSP=0 parser bug seen in the single-block probe; cross-checked and CORRECTED to DSP=24 via the raw GenericPartition_2_wrapper_utilization_synth.rpt and _utilization_placed.rpt (both agree: 'DSPs | 24 | ... | DSP48E2 only | 24'). Comparison vs unforced baseline (s19_double_mid_partition_2_ooc_synth row): LUT 179084->177903 (-1181, -0.66%), LUTRAM 5043->4233 (-810), FF 146866->146666 (-200), DSP 0->24, URAM 0->10 (out of 96 budget), BRAM_18K/BRAM_36K UNCHANGED at 145/22 (URAM forcing was purely additive, moving some LUTRAM-based SWU buffers to URAM rather than displacing existing BRAM), fmax_mhz 127.6->132.17 (+3.7%). Net LUT savings from DSP-forcing a full-size partition is small (~0.7%), far below the ~80-88 LUT/DSP equivalence rate implied by resource_equivalence_int8.md -- most of a real partition's LUT usage is control/FIFO/thresholding logic, not MVAU multiplier logic. rtlsim throughput 977.19 img/s @ fixed 100MHz fclk (cycles=102334, essentially unchanged from the unforced baseline's 977.2, confirming forcing resType/ram_style does not change dataflow scheduling); estimated_throughput_fps=3585.35 is FINN's post-synth analytical (II-based) estimate at real fmax, not directly comparable to rtlsim latency-based throughput."
quantEnet_s19_hawq_block_int8,s19_hawq_block_partition_2_ooc_synth,,,2/4/8_mixed,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/partition2_hawq_block_20260824_220316/report,2026-08-24 22:03:16,2026-08-25 04:57:48,6.91,22436.0,9.74,3371.0,22992.0,148.0,8.56,11.0,22.0,3.53,0.0,0.0,651.0,4.962,198.49,6057.48,0.474,47439.0,1.0,1.0,2022.2,real_ooc_synth_hawq_per_block_bitwidth,"First real OOC-synth of an HAWQ per-block-bit-width (2/4/8, see compression/hawq/block_bits_s19.json) S19 variant, using the ILP-derived per-layer PE/SIMD folding config (compression/hawq/folding_block_s19.json) applied via a name-bridging script (hardware/finn_hawq_folding_bridge.py) that maps logical layer names to FINNs post-specialize_layers node names (GiveUniqueNodeNames() called a SECOND time, unprefixed, to match what step_apply_folding_config does internally -- see hardware/finn_hawq_folding_bridge.py). This is the SAME 8-way partition_id=2 node-index range (down2 downsample + stage2.0..stage2.5 partial, 24 MVAU_hls nodes) as the s19_double_mid_partition_2_ooc_synth baseline, making this a direct apples-to-apples comparison of per-block HAWQ bit-widths + ILP folding vs uniform INT8 + FINNs target_fps=250 auto-folding. down2.shortcut_proj.0 (1 of 24 MVAU nodes) had no folding_block_s19.json entry (ILP cost model did not cost the residual shortcut projection) and was left on FINNs default folding. IMPORTANT: FINNs report/ooc_synth_and_timing.json again showed the known DSP=0 parser bug (see partition_2_force_dsp_uram row) -- cross-checked and CORRECTED to DSP=148 via the raw GenericPartition_2_wrapper_utilization_synth.rpt and _utilization_placed.rpt (both agree Used=148, 8.56% of 1728). This is a real and interesting result: unlike the uniform-INT8 baseline (auto resType chose DSP=0, i.e. all-LUT MACs), FINNs auto resType heuristic chose DSP48E2 packing for many of the low-bit-width (2/4-bit) MVAU nodes here, presumably because narrow weight/act products pack efficiently into DSP48E2 SIMD-in-DSP mode. Results vs baseline (LUT 179084/LUTRAM 5043/FF 146866/DSP 0/BRAM_18K 145/BRAM_36K 22/fmax 127.6MHz/rtlsim cycles ~102334 at fixed 100MHz fclk -> 977.2 img/s): LUT -87.5% (22436), LUTRAM -33.2% (3371), FF -84.3% (22992), DSP 0->148 (used instead of LUT for MACs), BRAM_18K -84.8% (22)/BRAM_36K 22->0, fmax +55.6% (198.49MHz), rtlsim cycles -53.6% (47439, i.e. 2.16x fewer cycles than baseline) -> rtlsim throughput @ fixed 100MHz fclk 2108.0 img/s (+115.7% vs baseline 977.2). estimated_throughput_fps=6057.48 is FINNs post-synth analytical (fmax-scaled) estimate. Caveat: fresh (untrained, torch.manual_seed(0)) weights used throughout (same convention as every other FINN-safe resource probe in this repo) -- these numbers measure architecture+bit-width+folding resource/timing impact only, NOT model accuracy."
quantEnet_s19_hawq_block_joint_int8,s19_hawq_joint_partition_2_ooc_synth,,,2/4/8_mixed_joint,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/partition2_hawq_joint_20260825_163705/report,2026-08-25 16:37:05,2026-08-26 02:02:50,9.43,23939.0,10.39,3060.0,24160.0,0.0,0.0,10.0,21.0,3.37,0.0,0.0,878.0,4.637,186.46,5690.39,0.43242,43242.0,1.0,1.0,2022.2,real_ooc_synth_hawq_joint_bitwidth,"OOC-synth of the JOINT (w,a)-pair HAWQ bit-width scheme (compression/hawq/block_bits_s19_joint.json, generated via compression/hawq/ilp_search.py --joint solve_joint_bits, one combined MIP per stage over all 9 (w,a) pairs with exact LUT/BRAM lookup, vs the block schemes two-pass additive approximation), using the matching folding_block_s19_joint.json bridged via hardware/finn_hawq_folding_bridge.py (extended this task with an optional 2nd CLI arg for the folding-block JSON path; also fixed a latent sys.argv collision bug where finn_enet_ip_build_partitioned_8way.py reads sys.argv[1]/[2] as MODEL_NAME/FIFO_STRATEGY at import time). SAME 8-way partition_id=2 node-index range (down2 + stage2.0..stage2.5 partial, 24 MVAU_hls nodes) as both the uniform-INT8 baseline (s19_double_mid_partition_2_ooc_synth) and the block-scheme HAWQ row (s19_hawq_block_partition_2_ooc_synth) -- down2.shortcut_proj.0 again had no folding_block_s19_joint.json entry and was left on FINNs default folding (23/24 matched). RESULT: joint schemes real synthesis (LUT 23939, LUTRAM 3060, FF 24160, BRAM_18K 21, fmax 186.46MHz, rtlsim 43242 cycles) is very close to the block schemes real result (LUT 22436 +6.7%, LUTRAM 3371 -9.2%, FF 22992 +5.1%, BRAM_18K 22 -4.5%, fmax 198.49MHz -6.1%, rtlsim cycles 47439 -8.8% i.e. joint is slightly faster/fewer cycles) -- both land around 10% of the XCZU7EV LUT budget, both drastically better than the uniform-INT8 baseline (LUT 179084). This REBUTS the joint schemes own ILP-model diagnostic, which claimed a notably higher total_lut_calibrated (472892, 205.25% of budget) than the block schemes own diagnostic (400718, 173.9%) -- real per-partition synthesis shows the two schemes are near-equivalent in resource usage for this partition, suggesting the joint ILP models calibration factor is miscalibrated relative to the block model (or the discrepancy is concentrated in other partitions not yet tested). CAVEAT: the PC was rebooted mid-session (this build had already completed successfully at 2026-08-26 02:02:50 BEFORE the reboot, confirmed via file timestamps on resume) which also destroyed the FINN container (brave_lewin -> recreated as lucid_pasteur); the raw GenericPartition_2_wrapper_utilization_synth/placed.rpt files (needed to cross-check the known report/ooc_synth_and_timing.json DSP=0 parser bug) lived only in the container-ephemeral /tmp/finn_dev_thelegendiv and were NOT bind-mounted, so they were lost when the container was destroyed -- DSP is reported as 0 here WITHOUT the usual raw-rpt cross-check/correction (unlike the block-scheme rows corrected DSP=148). report/estimate_layer_resources_hls.json per-node analytical HLS DSP estimates sum to ~270 DSP48E across the 24 MVAU/VVAU nodes, strongly suggesting real DSP usage is nonzero (comparable order of magnitude to the block schemes real 148) and that the DSP=0 here is very likely the same known parser bug, just uncorrected/unverified this time due to lost raw reports."
quantEnet_26_9_w24_hawq_joint_ptq_int8,hawq_26_9_w24_ptq_joint_8way_partitioned_ooc_synth_TOTAL,"4,12,24,12,4","4,8,8,2,1",2/4_mixed_joint_ptq,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_26_9_w24_ptq_8way_full_20260829_094221/report,2026-08-29 09:42:21,2026-08-30 07:11:00,21.48,91995.0,39.93,6130.0,102034.0,0.0,0.0,23.0,50.0,8.01,0.0,0.0,1853.0,-0.289,97.19117504130624,1519.6644580876543,7.47134,,,,2022.2,real_ooc_synth_fits_sum_of_8_independent_partitions,"SUM of 8 real Vivado OOC-synth runs, one per StreamingDataflowPartition, each using FINN's stock (unmodified) SynthOutOfContext directly on that partition's own already-valid stitched-IP -- the custom combined-design synth path (step_combine_partitions -> step_out_of_context_synthesis_multi merging all 8 partitions into one flat finn_design_wrapper.v top) was attempted first but hit a genuinely bug-prone Verilog/Tcl merge issue ('package' is an unknown type for the merged 0_swg_pkg.sv SystemVerilog package file -- the THIRD distinct combine-merge synthesis bug seen across sessions, see finn_gotchas memory), so per-partition synthesis (FINN's own proven, unmodified path) was used instead -- see finn_ooc_26_9_w24_ptq_joint_8way_per_partition_synth.py. Real PTQ-calibrated (not QAT), per-block-HAWQ-bit-width (JOINT w/a scheme) 26_9_w24_s14w12_nonneg_block architecture (CHANNELS=(4,12,24,12,4), same BOTTLENECKS_PER_STAGE=(4,8,8,2,1) as every other ENet variant in this file), resType left at FINN default (auto -- chose all-LUT MACs, DSP=0 for every partition, consistent with every other non-forced row in this file). CLB LUT (LUT+LUTRAM)=98125=42.59% of 230400 -- FITS (unlike the uniform-INT8 s19_double_mid TOTAL row's 369.7%, or the original unfolded baseline's 211.7%). FF=102034=22.15% of 460800. BRAM_18K-equivalent(18K_count+2*36K_count)=50=8.01% of 624. DSP=0/1728. fmax_mhz is the MIN across the 8 partitions (range 97.19-280.98 MHz, bottleneck=partition 6, which does NOT meet timing at the 10ns/100MHz target clock -- WNS=-0.289ns); each partition is an independently clocked/synthesized kernel, not one chained design. estimated_throughput_fps/latency_ms are FINN's analytical (II-based) estimate from report/estimate_network_performance.json (max_cycles=65804 at GenericPartition_7_ConvolutionInputGenerator_rtl_3, critical_path_cycles=747134) -- the actual combined-design rtlsim (report/rtlsim_performance.json) produced N_OUT_TXNS=0 (no output transaction observed within the sim horizon), i.e. unreliable, likely a symptom of the same combine-wrapper issues that broke the combined OOC synth, so rtlsim cycle/throughput fields are left blank here rather than reporting the bogus ~1 img/s figure. Journey to this result involved fixing a defensive-clamp regression in the pre-existing MH/PE-divisibility fix, discovering+fixing a NEW FINN library bug (MinimizeWeightBitWidth mis-assigns BIPOLAR to a real {-1,0} weight tensor, based only on w_min not w_max -- crashes deep in step_hw_codegen's array2hexstring with no node identity in the traceback), and only rebuilding the 2 affected partitions (6,7) via a targeted resume script without disturbing the 6 already-completed ones. Per-partition breakdown in the 8 rows below."
quantEnet_26_9_w24_hawq_joint_ptq_int8,hawq_26_9_w24_ptq_joint_partition_0_ooc_synth,,,2/4_mixed_joint_ptq,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_26_9_w24_ptq_8way_full_20260829_094221/report/ooc_synth_partition_0.json,2026-08-29 09:42:21,2026-08-30 07:11:00,21.48,1585.0,0.688,103.0,1332.0,0.0,0.0,0.0,1.0,0.16,0.0,0.0,68.0,6.441,280.97780275358247,,,,,,2022.2,real_ooc_synth_standalone_partition,"Smallest of the 8 partitions (initial block + down1). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_26_9_w24_hawq_joint_ptq_int8,hawq_26_9_w24_ptq_joint_partition_1_ooc_synth,,,2/4_mixed_joint_ptq,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_26_9_w24_ptq_8way_full_20260829_094221/report/ooc_synth_partition_1.json,2026-08-29 09:42:21,2026-08-30 07:11:00,21.48,11327.0,4.916,630.0,13927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,5.577,226.090888537192,,,,,,2022.2,real_ooc_synth_standalone_partition,"Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_26_9_w24_hawq_joint_ptq_int8,hawq_26_9_w24_ptq_joint_partition_2_ooc_synth,,,2/4_mixed_joint_ptq,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_26_9_w24_ptq_8way_full_20260829_094221/report/ooc_synth_partition_2.json,2026-08-29 09:42:21,2026-08-30 07:11:00,21.48,18726.0,8.128,1083.0,22136.0,0.0,0.0,5.0,11.0,1.763,0.0,0.0,496.0,2.035,125.54927809165098,,,,,,2022.2,real_ooc_synth_standalone_partition,"Largest of the 8 partitions by LUT/FF (stage2/3 region). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_26_9_w24_hawq_joint_ptq_int8,hawq_26_9_w24_ptq_joint_partition_3_ooc_synth,,,2/4_mixed_joint_ptq,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_26_9_w24_ptq_8way_full_20260829_094221/report/ooc_synth_partition_3.json,2026-08-29 09:42:21,2026-08-30 07:11:00,21.48,15267.0,6.627,743.0,16347.0,0.0,0.0,5.0,10.0,1.603,0.0,0.0,295.0,2.612,135.3546291283162,,,,,,2022.2,real_ooc_synth_standalone_partition,"Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_26_9_w24_hawq_joint_ptq_int8,hawq_26_9_w24_ptq_joint_partition_4_ooc_synth,,,2/4_mixed_joint_ptq,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_26_9_w24_ptq_8way_full_20260829_094221/report/ooc_synth_partition_4.json,2026-08-29 09:42:21,2026-08-30 07:11:00,21.48,15565.0,6.756,1004.0,16296.0,0.0,0.0,5.0,11.0,1.763,0.0,0.0,259.0,1.44,116.82242990654206,,,,,,2022.2,real_ooc_synth_standalone_partition,"Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_26_9_w24_hawq_joint_ptq_int8,hawq_26_9_w24_ptq_joint_partition_5_ooc_synth,,,2/4_mixed_joint_ptq,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_26_9_w24_ptq_8way_full_20260829_094221/report/ooc_synth_partition_5.json,2026-08-29 09:42:21,2026-08-30 07:11:00,21.48,13499.0,5.859,1265.0,14103.0,0.0,0.0,5.0,10.0,1.603,0.0,0.0,146.0,1.424,116.6044776119403,,,,,,2022.2,real_ooc_synth_standalone_partition,"Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_26_9_w24_hawq_joint_ptq_int8,hawq_26_9_w24_ptq_joint_partition_6_ooc_synth,,,2/4_mixed_joint_ptq,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_26_9_w24_ptq_8way_full_20260829_094221/report/ooc_synth_partition_6.json,2026-08-29 09:42:21,2026-08-30 07:11:00,21.48,9351.0,4.059,883.0,11287.0,0.0,0.0,2.0,4.0,0.641,0.0,0.0,187.0,-0.289,97.19117504130624,,,,,,2022.2,real_ooc_synth_standalone_partition,"Bottleneck partition -- does NOT meet timing at the 10ns/100MHz target clock (WNS=-0.289ns, real fmax=97.19MHz). Contains regular4.1.conv.0, whose weight tensor triggered the MinimizeWeightBitWidth BIPOLAR mis-assignment bug (see TOTAL row notes); rebuilt from raw state after the fix (step_fix_weight_dtype_bipolar_bug correcting BIPOLAR->INT2 for this node)."
quantEnet_26_9_w24_hawq_joint_ptq_int8,hawq_26_9_w24_ptq_joint_partition_7_ooc_synth,,,2/4_mixed_joint_ptq,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_26_9_w24_ptq_8way_full_20260829_094221/report/ooc_synth_partition_7.json,2026-08-29 09:42:21,2026-08-30 07:11:00,21.48,6675.0,2.898,419.0,6606.0,0.0,0.0,1.0,3.0,0.481,0.0,0.0,156.0,4.432,179.5977011494253,,,,,,2022.2,real_ooc_synth_standalone_partition,"Smallest by FF/LUT among the non-trivial partitions (up5 + final block). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step). Contains regular5.0.conv.0 (VVAU_hls_0), whose weight tensor also triggered the BIPOLAR mis-assignment bug (see TOTAL row notes); rebuilt from raw state after the fix."
